road_id,day_id,time_id,speed
61,4,129,29.161
61,4,130,30.997
61,4,131,29.285
61,4,132,30.021
61,4,133,28.144
61,4,134,32.283
61,4,135,33.359
61,4,136,33.765
61,4,137,35.043
61,4,138,35.168
61,4,139,36.528
61,4,140,38.496
61,4,141,39.8
61,4,142,39.072
61,4,143,40.308
61,4,144,39.42
61,5,1,39.052
61,5,2,40.653
61,5,3,40.134
61,5,4,40.27
61,5,5,40.331
61,5,6,40.154
61,5,7,40.79
61,5,8,40.63800000000001
61,5,9,40.159
61,5,10,41.09
61,5,11,42.308
61,5,12,41.721
61,5,13,42.24100000000001
61,5,14,42.15600000000001
61,5,15,41.805
61,5,16,42.297
61,5,17,41.792
61,5,18,43.48
61,5,19,42.237
61,5,20,40.365
61,5,21,41.894
61,5,22,43.074
61,5,23,42.995
61,5,24,42.649
61,5,25,42.987
61,5,26,41.881
61,5,27,43.967
61,5,28,36.778
61,5,29,43.102
61,5,30,43.737
61,5,31,41.632
61,5,32,42.465
61,5,33,42.244
61,5,34,41.549
61,5,35,41.651
61,5,36,42.342
61,5,37,44.107
61,5,38,45.508
61,5,39,44.033
61,5,40,44.05
61,5,41,41.746
61,5,42,43.45399999999999
61,5,43,39.744
61,5,44,38.238
61,5,45,38.104
61,5,46,35.691
61,5,47,34.234
61,5,48,32.917
61,5,49,31.201
61,5,50,29.639
61,5,51,27.874
61,5,52,26.69
61,5,53,28.101
61,5,54,27.032
61,5,55,25.714
61,5,56,27.306
61,5,57,25.865
61,5,58,25.666
61,5,59,30.074
61,5,60,27.626
61,5,61,28.537
61,5,62,26.842
61,5,63,29.042
61,5,64,26.078000000000007
61,5,65,22.884
61,5,66,22.38
61,5,67,22.837
61,5,68,24.37
61,5,69,25.76
61,5,70,25.781
61,5,71,27.587
61,5,72,27.984
61,5,73,30.168000000000006
61,5,74,27.87
61,5,75,29.631
61,5,76,30.064
61,5,77,31.561
61,5,78,33.191
61,5,79,32.646
61,5,80,32.881
61,5,81,32.913000000000004
61,5,82,33.532
61,5,83,31.014
61,5,84,29.316
61,5,85,28.225
61,5,86,24.735
61,5,87,24.486
61,5,88,22.014
61,5,89,22.514
61,5,90,24.391
61,5,91,24.081
61,5,92,19.226
61,5,93,25.137
61,5,94,26.888
61,5,95,28.439
61,5,96,26.948
61,5,97,26.309
61,5,98,27.283
61,5,99,28.693
61,5,100,29.545
61,5,101,28.678
61,5,102,25.724
61,5,103,23.119
61,5,104,22.414
61,5,105,17.664
61,5,106,13.312
61,5,107,10.69
61,5,108,11.338
61,5,109,11.095
61,5,110,14.2
61,5,111,13.967
61,5,112,18.108
61,5,113,18.1
61,5,114,16.795
61,5,115,20.592
61,5,116,25.669
61,5,117,25.982
61,5,118,27.959
61,5,119,27.654
61,5,120,28.065
61,5,121,28.552
61,5,122,28.645
61,5,123,28.975
61,5,124,30.967
61,5,125,29.785
61,5,126,29.726
61,5,127,27.632
61,5,128,28.379
61,5,129,26.613000000000003
61,5,130,26.874
61,5,131,26.606
61,5,132,27.053
61,5,133,28.473000000000006
61,5,134,28.786
61,5,135,29.678
61,5,136,31.371
61,5,137,33.082
61,5,138,34.45
61,5,139,34.72
61,5,140,37.094
61,5,141,36.269
61,5,142,37.722
61,5,143,37.173
61,5,144,38.203
61,6,1,38.264
61,6,2,39.479
61,6,3,39.333
61,6,4,40.26300000000001
61,6,5,41.237
61,6,6,41.033
61,6,7,41.08
61,6,8,41.63800000000001
61,6,9,41.32899999999999
61,6,10,40.822
61,6,11,41.343
61,6,12,40.912
61,6,13,41.46
61,6,14,42.228
61,6,15,41.38399999999999
61,6,16,40.903
61,6,17,43.728
61,6,18,42.89100000000001
61,6,19,43.75100000000001
61,6,20,42.49
61,6,21,42.541
61,6,22,42.93899999999999
61,6,23,43.767
61,6,24,41.664
61,6,25,43.488
61,6,26,41.514
61,6,27,42.85
61,6,28,44.152
61,6,29,42.719
61,6,30,40.81
61,6,31,40.926
61,6,32,42.137
61,6,33,42.473
61,6,34,41.974
61,6,35,44.122
61,6,36,44.005
61,6,37,44.13399999999999
61,6,38,44.51600000000001
61,6,39,41.722
61,6,40,44.411
61,6,41,44.382
61,6,42,43.69300000000001
61,6,43,41.506
61,6,44,41.203
61,6,45,39.713
61,6,46,39.549
61,6,47,38.702
61,6,48,39.164
61,6,49,36.72
61,6,50,36.654
61,6,51,36.086
61,6,52,34.902
61,6,53,34.22
61,6,54,32.276
61,6,55,32.754
61,6,56,32.909
61,6,57,33.148
61,6,58,31.803
61,6,59,31.441
61,6,60,33.046
61,6,61,31.933000000000003
61,6,62,31.48
61,6,63,32.06
61,6,64,34.073
61,6,65,33.188
61,6,66,33.868
61,6,67,33.927
61,6,68,33.532
61,6,69,32.899
61,6,70,33.347
61,6,71,32.624
61,6,72,33.117
61,6,73,31.831
61,6,74,31.56
61,6,75,32.364000000000004
61,6,76,32.483000000000004
61,6,77,33.128
61,6,78,33.381
61,6,79,33.16
61,6,80,31.926
61,6,81,33.402
61,6,82,32.715
61,6,83,29.819000000000006
61,6,84,31.918000000000006
61,6,85,30.412
61,6,86,31.45
61,6,87,32.728
61,6,88,30.937
61,6,89,30.803
61,6,90,30.895
61,6,91,29.03
61,6,92,26.789
61,6,93,29.859
61,6,94,32.264
61,6,95,29.739
61,6,96,30.693
61,6,97,32.601
61,6,98,31.538
61,6,99,30.588
61,6,100,31.541
61,6,101,31.105
61,6,102,30.119
61,6,103,31.716
61,6,104,30.311
61,6,105,30.542
61,6,106,31.715
61,6,107,29.369
61,6,108,29.787
61,6,109,29.606
61,6,110,28.403
61,6,111,27.269
61,6,112,26.972
61,6,113,25.448
61,6,114,27.817
61,6,115,30.38
61,6,116,31.128
61,6,117,32.053000000000004
61,6,118,31.455
61,6,119,31.647
61,6,120,31.862
61,6,121,32.292
61,6,122,30.676
61,6,123,31.155
61,6,124,30.85
61,6,125,30.096
61,6,126,30.573
61,6,127,30.437
61,6,128,30.753
61,6,129,30.029
61,6,130,29.024
61,6,131,29.017
61,6,132,26.186
61,6,133,26.779
61,6,134,25.662
61,6,135,28.067
61,6,136,32.698
61,6,137,34.441
61,6,138,36.597
61,6,139,35.111999999999995
61,6,140,35.843
61,6,141,36.562
61,6,142,37.781
61,6,143,36.885
61,6,144,38.872
61,7,1,37.655
61,7,2,38.329
61,7,3,39.487
61,7,4,40.24800000000001
61,7,5,38.898
61,7,6,39.43
61,7,7,39.521
61,7,8,40.57
61,7,9,40.448
61,7,10,40.899
61,7,11,41.505
61,7,12,40.681
61,7,13,41.07100000000001
61,7,14,40.467
61,7,15,40.66
61,7,16,40.631
61,7,17,42.004
61,7,18,41.495
61,7,19,43.184
61,7,20,42.911
61,7,21,41.83
61,7,22,42.81399999999999
61,7,23,44.294
61,7,24,43.369
61,7,25,43.983
61,7,26,44.12
61,7,27,42.04600000000001
61,7,28,42.419
61,7,29,42.158
61,7,30,42.122
61,7,31,43.082
61,7,32,42.81399999999999
61,7,33,41.984
61,7,34,41.889
61,7,35,42.756
61,7,36,43.945
61,7,37,44.46
61,7,38,45.155
61,7,39,44.166
61,7,40,43.162
61,7,41,42.661
61,7,42,41.99800000000001
61,7,43,42.575
61,7,44,42.347
61,7,45,40.547
61,7,46,41.7
61,7,47,39.821
61,7,48,40.949
61,7,49,39.895
61,7,50,39.134
61,7,51,36.745
61,7,52,37.214
61,7,53,35.431
61,7,54,34.303000000000004
61,7,55,35.062
61,7,56,35.958
61,7,57,35.304
61,7,58,35.522
61,7,59,35.207
61,7,60,33.923
61,7,61,33.9
61,7,62,34.436
61,7,63,35.041
61,7,64,33.879
61,7,65,34.271
61,7,66,34.275
61,7,67,33.736
61,7,68,33.713
61,7,69,32.229
61,7,70,33.294000000000004
61,7,71,34.162
61,7,72,34.189
61,7,73,34.385
61,7,74,32.447
61,7,75,33.852
61,7,76,33.094
61,7,77,34.328
61,7,78,35.012
61,7,79,34.754
61,7,80,33.553000000000004
61,7,81,34.124
61,7,82,33.152
61,7,83,31.604
61,7,84,32.209
61,7,85,31.905
61,7,86,31.801
61,7,87,31.119
61,7,88,29.185
61,7,89,26.537
61,7,90,24.146
61,7,91,25.962
61,7,92,24.237
61,7,93,26.103
61,7,94,27.206
61,7,95,27.231
61,7,96,29.383000000000006
61,7,97,31.065
61,7,98,30.046
61,7,99,28.415
61,7,100,26.958
61,7,101,23.971
61,7,102,25.434
61,7,103,26.213
61,7,104,27.208
61,7,105,29.175
61,7,106,30.494
61,7,107,28.443
61,7,108,28.849
61,7,109,29.298
61,7,110,30.271
61,7,111,30.765
61,7,112,36.617
61,7,113,30.533
61,7,114,30.873
61,7,115,32.217
61,7,116,32.056
61,7,117,31.721
61,7,118,31.884
61,7,119,30.949
61,7,120,31.55
61,7,121,31.294
61,7,122,31.699
61,7,123,31.275
61,7,124,30.972
61,7,125,31.561
61,7,126,31.207
61,7,127,30.096
61,7,128,26.82
61,7,129,28.87
61,7,130,30.432
61,7,131,31.564
61,7,132,32.462
61,7,133,32.309
61,7,134,33.256
61,7,135,33.562
61,7,136,34.6
61,7,137,35.41300000000001
61,7,138,36.702
61,7,139,36.742
61,7,140,37.285
61,7,141,37.108
61,7,142,38.909
61,7,143,38.866
61,7,144,38.005
61,8,1,39.882
61,8,2,39.695
61,8,3,37.8
61,8,4,40.322
61,8,5,41.716
61,8,6,40.97
61,8,7,41.243
61,8,8,41.792
61,8,9,41.299
61,8,10,40.351
61,8,11,40.339
61,8,12,41.32100000000001
61,8,13,41.18899999999999
61,8,14,41.284
61,8,15,41.79
61,8,16,41.172
61,8,17,42.764
61,8,18,42.544
61,8,19,41.033
61,8,20,41.036
61,8,21,41.725
61,8,22,40.889
61,8,23,41.17
61,8,24,41.313
61,8,25,42.996
61,8,26,42.822
61,8,27,41.684
61,8,28,41.195
61,8,29,40.564
61,8,30,42.21
61,8,31,40.372
61,8,32,42.20399999999999
61,8,33,40.271
61,8,34,44.14
61,8,35,43.915
61,8,36,41.002
61,8,37,42.106
61,8,38,43.139
61,8,39,44.174
61,8,40,42.678
61,8,41,41.96
61,8,42,40.402
61,8,43,39.87
61,8,44,38.96
61,8,45,37.398
61,8,46,37.007
61,8,47,32.287
61,8,48,30.62
61,8,49,28.934
61,8,50,28.75
61,8,51,27.087
61,8,52,27.71
61,8,53,25.84
61,8,54,25.914
61,8,55,26.408
61,8,56,27.25
61,8,57,27.446
61,8,58,28.384
61,8,59,27.609
61,8,60,27.63
61,8,61,27.393
61,8,62,27.544
61,8,63,29.878
61,8,64,30.415
61,8,65,28.49
61,8,66,30.108
61,8,67,30.726
61,8,68,31.145
61,8,69,32.616
61,8,70,31.504
61,8,71,31.373
61,8,72,30.619
61,8,73,31.396
61,8,74,27.0
61,8,75,27.425
61,8,76,31.04
61,8,77,32.466
61,8,78,32.56
61,8,79,33.619
61,8,80,34.319
61,8,81,33.611999999999995
61,8,82,32.905
61,8,83,31.131
61,8,84,31.9
61,8,85,31.697
61,8,86,29.07
61,8,87,29.466
61,8,88,30.869
61,8,89,29.932
61,8,90,27.32
61,8,91,27.08
61,8,92,24.854
61,8,93,25.636
61,8,94,28.132
61,8,95,28.524
61,8,96,28.29
61,8,97,26.859
61,8,98,29.95
61,8,99,28.541
61,8,100,26.983
61,8,101,27.23
61,8,102,26.054
61,8,103,26.306
61,8,104,26.108
61,8,105,26.579
61,8,106,26.014
61,8,107,24.726
61,8,108,22.556
61,8,109,24.343000000000004
61,8,110,25.974
61,8,111,24.487
61,8,112,21.41
61,8,113,20.682
61,8,114,21.049
61,8,115,25.067
61,8,116,24.756
61,8,117,26.673
61,8,118,28.855
61,8,119,29.314
61,8,120,31.535
61,8,121,31.368
61,8,122,32.303000000000004
61,8,123,31.808000000000003
61,8,124,32.223
61,8,125,31.145
61,8,126,29.642
61,8,127,30.954
61,8,128,31.116
61,8,129,32.123000000000005
61,8,130,31.833
61,8,131,31.352
61,8,132,31.266
61,8,133,31.386
61,8,134,32.376999999999995
61,8,135,34.593
61,8,136,34.603
61,8,137,35.194
61,8,138,35.336
61,8,139,36.024
61,8,140,35.738
61,8,141,35.45
61,8,142,38.542
61,8,143,38.926
61,8,144,39.869
61,9,1,40.424
61,9,2,40.765
61,9,3,39.976
61,9,4,40.69
61,9,5,40.53
61,9,6,41.67
61,9,7,40.312
61,9,8,41.399
61,9,9,40.609
61,9,10,41.95399999999999
61,9,11,41.72
61,9,12,41.917
61,9,13,41.463
61,9,14,40.925
61,9,15,42.106
61,9,16,41.99800000000001
61,9,17,42.036
61,9,18,41.496
61,9,19,42.359
61,9,20,43.167
61,9,21,42.027
61,9,22,43.155
61,9,23,44.017
61,9,24,39.712
61,9,25,43.585
61,9,26,41.919
61,9,27,40.782
61,9,28,41.142
61,9,29,43.428
61,9,30,41.541
61,9,31,43.357
61,9,32,44.042
61,9,33,42.67
61,9,34,42.32
61,9,35,41.984
61,9,36,42.603
61,9,37,41.986
61,9,38,43.492
61,9,39,44.29
61,9,40,42.62
61,9,41,42.463
61,9,42,42.04
61,9,43,40.673
61,9,44,39.191
61,9,45,38.324
61,9,46,35.77
61,9,47,33.088
61,9,48,31.841
61,9,49,31.149
61,9,50,30.214
61,9,51,27.842
61,9,52,26.788
61,9,53,27.175
61,9,54,26.415
61,9,55,25.858
61,9,56,26.898000000000003
61,9,57,24.137
61,9,58,25.043000000000006
61,9,59,26.91
61,9,60,27.848000000000006
61,9,61,28.969
61,9,62,28.347
61,9,63,26.765
61,9,64,29.744
61,9,65,31.163
61,9,66,30.386
61,9,67,31.139
61,9,68,29.68
61,9,69,30.36
61,9,70,30.175
61,9,71,30.182
61,9,72,30.57
61,9,73,28.942
61,9,74,30.282
61,9,75,30.813
61,9,76,32.774
61,9,77,33.514
61,9,78,32.442
61,9,79,31.675
61,9,80,34.114000000000004
61,9,81,33.088
61,9,82,32.251999999999995
61,9,83,32.06
61,9,84,31.321
61,9,85,31.418000000000006
61,9,86,28.396
61,9,87,29.139
61,9,88,27.12
61,9,89,25.267
61,9,90,27.027
61,9,91,24.419
61,9,92,24.132
61,9,93,26.575
61,9,94,30.727
61,9,95,30.018
61,9,96,26.115
61,9,97,27.297
61,9,98,27.511
61,9,99,26.322
61,9,100,27.178
61,9,101,27.71
61,9,102,24.354
61,9,103,24.041
61,9,104,24.794
61,9,105,17.985
61,9,106,17.007
61,9,107,20.828000000000007
61,9,108,17.218
61,9,109,14.933
61,9,110,15.489
61,9,111,14.372
61,9,112,18.14
61,9,113,15.477
61,9,114,16.144000000000002
61,9,115,16.335
61,9,116,13.476
61,9,117,13.772
61,9,118,13.818
61,9,119,15.869000000000002
61,9,120,14.99
61,9,121,11.481
61,9,122,12.408
61,9,123,21.758000000000006
61,9,124,24.694000000000006
61,9,125,29.026
61,9,126,27.935
61,9,127,29.721
61,9,128,30.07
61,9,129,30.482
61,9,130,28.114
61,9,131,29.516
61,9,132,24.843000000000004
61,9,133,18.393
61,9,134,17.534000000000002
61,9,135,19.298
61,9,136,23.845
61,9,137,31.274
61,9,138,32.011
61,9,139,34.606
61,9,140,37.418
61,9,141,37.697
61,9,142,37.42
61,9,143,36.918
61,9,144,39.286
61,10,1,38.531
61,10,2,39.406
61,10,3,39.454
61,10,4,40.44
61,10,5,40.015
61,10,6,41.504
61,10,7,40.535
61,10,8,40.06800000000001
61,10,9,41.806
61,10,10,40.758
61,10,11,41.835
61,10,12,41.515
61,10,13,40.728
61,10,14,42.12600000000001
61,10,15,41.844
61,10,16,43.479
61,10,17,41.566
61,10,18,43.517
61,10,19,43.131
61,10,20,42.418
61,10,21,43.284
61,10,22,40.739
61,10,23,42.463
61,10,24,42.089
61,10,25,42.887
61,10,26,44.139
61,10,27,42.973
61,10,28,43.68600000000001
61,10,29,44.862
61,10,30,43.055
61,10,31,43.417
61,10,32,42.341
61,10,33,43.585
61,10,34,42.661
61,10,35,42.217
61,10,36,44.184
61,10,37,46.51
61,10,38,44.565
61,10,39,44.275
61,10,40,42.964
61,10,41,43.344
61,10,42,42.793
61,10,43,41.32899999999999
61,10,44,41.348
61,10,45,38.782
61,10,46,37.157
61,10,47,33.915
61,10,48,33.076
61,10,49,30.892
61,10,50,30.972
61,10,51,29.041
61,10,52,27.523000000000003
61,10,53,25.648000000000003
